timestamp,session_id,username,macro_name,layer,execution_time_ms,total_boxes,degradation_types,degradation_summary,status,application_start_time,total_active_time_ms,break_mode_active,break_start_time,total_executions,macro_executions_count,json_profile_executions_count,average_execution_time_ms,most_used_button,most_active_layer,recorded_total_boxes,degradation_breakdown_by_type_smudge,degradation_breakdown_by_type_glare,degradation_breakdown_by_type_splashes,macro_usage_execution_count,macro_usage_total_boxes,macro_usage_average_time_ms,macro_usage_last_used,json_severity_breakdown_by_level,json_degradation_type_breakdown,boxes_per_hour,executions_per_hour
2025-09-04 00:03:37,20250904_000238,,Num5,1,437,1,smudge,smudge,completed,876257406,48312,0,,1,1,0,437,Num5,1,1,1,0,0,1,1,437,2025-09-04 00:03:37,,smudge,74.5,74.5
2025-09-04 00:03:47,20250904_000238,,Num5,1,438,1,smudge,smudge,completed,876257406,48312,0,,2,2,0,438,Num5,1,1,1,0,0,1,1,438,2025-09-04 00:03:47,,smudge,74.5,149.0
2025-09-04 00:03:48,20250904_000238,,Num4,1,234,0,,,completed,876257406,48312,0,,3,2,1,234,Num4,1,0,0,0,0,1,0,234,2025-09-04 00:03:48,high,,0.0,223.5
2025-09-04 00:03:52,20250904_000238,,Num8,1,1172,3,glare,splashes,partial_blockage,glare,splashes,partial_blockage,completed,876257406,48312,0,,4,4,0,1172,Num8,1,3,0,1,1,1,3,1172,2025-09-04 00:03:52,,glare,splashes,partial_blockage,223.5,298.1
2025-09-04 03:04:35,,,Num5,1,437,1,smudge,smudge,completed,887166109,0,0,,5,5,0,437,Num5,1,1,1,0,0,1,1,437,2025-09-04 03:04:35,,smudge,1000.0,5000.0
2025-09-04 03:04:36,,,Num4,1,234,0,,,completed,887166109,0,0,,6,5,1,234,Num4,1,0,0,0,0,1,0,234,2025-09-04 03:04:36,high,,0.0,6000.0
2025-09-04 03:21:55,,,NumpadEnter,1,78,1,clear,No degradation present,submitted,888190906,0,0,,7,4,3,78,NumpadEnter,1,1,0,0,0,1,1,78,2025-09-04 03:21:55,none,clear,1000.0,7000.0
2025-09-04 03:21:57,,,NumpadEnter,1,78,1,clear,No degradation present,submitted,888190906,0,0,,8,5,3,78,NumpadEnter,1,1,0,0,0,1,1,78,2025-09-04 03:21:57,none,clear,1000.0,8000.0
2025-09-04 03:24:00,20250904_032343,,NumpadEnter,1,78,1,clear,No degradation present,submitted,888322343,0,0,,9,6,3,78,NumpadEnter,1,1,0,0,0,1,1,78,2025-09-04 03:24:00,none,clear,1000.0,9000.0
2025-09-04 03:32:16,20250904_033208,,Num8,1,1172,3,glare,splashes,partial_blockage,glare,splashes,partial_blockage,completed,888827468,0,0,,10,7,3,1172,Num8,1,3,0,1,1,1,3,1172,2025-09-04 03:32:16,,glare,splashes,partial_blockage,3000.0,10000.0
2025-09-04 03:32:29,20250904_033208,,Num8,1,1172,3,glare,splashes,partial_blockage,glare,splashes,partial_blockage,completed,888827468,0,0,,11,7,4,1172,Num8,1,3,0,1,1,1,3,1172,2025-09-04 03:32:29,,glare,splashes,partial_blockage,3000.0,11000.0
